driver_id,start_time,end_time,start_location,end_location
87,1991-09-07 17:53:13 +0100,1991-09-07 18:23:18 +0100,"33.775576913237984, 141.81374981283068","-58.557108386482575, 33.99533793112366"
88,2008-07-04 03:10:05 +0100,2008-07-04 05:46:57 +0100,"54.6672338224827, 57.697618134497304","-55.938542460109886, 43.87729830437681"
89,1996-11-01 15:42:34 +0000,1996-11-01 17:32:58 +0000,"25.81498740406765, 168.73540486225954","-89.73192264851029, 116.97727932014192"
90,1981-07-14 04:44:52 +0100,1981-07-14 07:31:04 +0100,"62.89401624016304, -142.25204911845586","73.12239255662843, 22.72429248231424"
91,1985-08-21 21:26:40 +0100,1985-08-22 00:12:30 +0100,"-79.20906520979482, -137.13573478804784","62.76646457814229, -110.52147039881245"
92,1975-10-19 12:34:52 +0100,1975-10-19 13:16:24 +0100,"42.30024486406302, 102.78995275626363","-29.78525464033796, -43.61291976861068"
93,2000-08-19 18:43:47 +0100,2000-08-19 20:40:01 +0100,"-79.74741931160148, 165.53927008520702","-44.45286253949154, -119.7294807141088"
94,1989-11-03 22:09:15 +0000,1989-11-04 00:17:37 +0000,"64.8676650681528, 39.103816781155956","-29.236115931922008, 146.94847846345186"
95,1998-09-27 11:25:56 +0100,1998-09-27 11:28:00 +0100,"75.80999244150843, 37.58672989978709","84.18947901182074, -24.41067222055051"
96,2012-06-12 14:59:14 +0100,2012-06-12 17:19:34 +0100,"9.367631828950195, 179.28247139424695","-83.85433634855879, -6.540261330501124"
97,1992-08-13 02:05:27 +0100,1992-08-13 04:11:43 +0100,"-55.0995174174806, -70.8994183937785","-3.7837739259075818, 46.662779330991555"
98,2003-05-16 21:47:47 +0100,2003-05-17 00:00:00 +0100,"-45.0387915926774, 129.5848978280423","4.491334962155491, 81.08012460168538"
99,1997-06-02 15:59:52 +0100,1997-06-02 16:46:09 +0100,"-53.57832740643458, -39.57829457378182","87.88993348969609, 161.16182059043228"
0,2013-05-29 20:00:34 +0100,2013-05-29 22:03:07 +0100,"-55.29017304289298, -112.25082277394019","44.14758548169061, 31.735278912304523"
1,2003-03-11 07:08:45 +0000,2003-03-11 07:09:19 +0000,"-39.08959687250067, 119.5204829943682","-43.473461313749546, 96.18398992841401"
2,2004-07-29 00:32:58 +0100,2004-07-29 01:12:51 +0100,"54.607748656314186, -75.40088417143379","-23.23948605581566, 174.93149662551815"
3,1989-12-12 22:29:42 +0000,1989-12-13 00:47:11 +0000,"18.1474812775635, -123.55703587313664","-74.41368556863678, 171.0722060574173"
4,1988-10-03 06:17:33 +0100,1988-10-03 08:38:43 +0100,"25.706618146678167, 111.15963871799647","38.55658285608661, -119.71943944786379"
5,2007-10-13 08:54:54 +0100,2007-10-13 11:01:15 +0100,"-22.000398751186268, 26.992608069220438","47.88194491125785, 28.45855344996221"
6,1992-01-23 05:12:05 +0000,1992-01-23 07:17:20 +0000,"-88.28495535458998, 91.7006853036687","25.89586972995545, -95.07968527538557"
7,2006-09-11 01:44:49 +0100,2006-09-11 02:44:38 +0100,"-77.38272510919792, -110.08294537615518","-32.61747364887501, -169.32038633517516"
8,1985-11-10 16:43:54 +0000,1985-11-10 18:50:16 +0000,"78.22467397722716, -123.60442677899402","75.85694767958245, 134.5964640568768"
9,2008-01-30 14:51:07 +0000,2008-01-30 15:47:22 +0000,"-86.09340170818139, 42.24150163133805","69.95628532067752, -168.36819137600003"
10,2011-07-07 08:47:03 +0100,2011-07-07 09:05:09 +0100,"-36.980855646535105, 168.37082963922728","30.74559817388858, 76.81790011971458"
11,2002-10-02 12:39:52 +0100,2002-10-02 15:12:42 +0100,"-72.20995445403229, -56.22655134717439","-62.34343099927678, 87.59958500293396"
12,1995-05-02 23:02:56 +0100,1995-05-03 00:30:36 +0100,"2.524502689930955, -125.34470133187922","-18.321871859270885, 70.37819488459093"
13,1977-12-03 05:56:41 +0000,1977-12-03 06:58:38 +0000,"48.186874880278964, 93.17979829244234","88.1045049250205, -22.94526140700279"
14,1984-01-02 02:26:01 +0000,1984-01-02 03:07:23 +0000,"-71.52291984258972, 92.651254494218","-4.027412106313932, -1.7944750945689236"
15,1994-04-30 21:00:46 +0100,1994-04-30 21:56:40 +0100,"86.36375301800894, 6.55150833161639","1.766497222054582, 38.93717083965376"
16,1973-12-20 14:27:33 +0000,1973-12-20 15:52:12 +0000,"-70.87617860150763, -12.21883014198906","-72.88334092753423, 159.51406339837808"
17,1986-10-02 05:27:14 +0100,1986-10-02 07:50:46 +0100,"77.68759013010654, 33.09585287667963","26.466177585513094, 155.2024565548536"
18,1995-01-11 01:16:36 +0000,1995-01-11 04:02:19 +0000,"-89.85553594380791, -37.41374868091995","-41.75284538111484, 161.41068537942618"
19,2001-05-03 01:04:19 +0100,2001-05-03 01:51:07 +0100,"46.49841525569744, -48.71644208027638","6.469745108569839, 109.94353878118756"
20,1972-02-28 05:51:29 +0000,1972-02-28 06:03:31 +0000,"36.6479772447035, -36.48557259639503","-49.040072859673, 73.30992312020877"
21,2010-08-09 02:42:46 +0100,2010-08-09 03:37:18 +0100,"86.76514292284207, 45.440061989322686","44.30360662620063, -18.817085617567244"
22,1987-06-06 21:26:01 +0100,1987-06-07 00:08:02 +0100,"27.819646007386325, 65.1625078432381","12.713885111977277, -7.4386605157202155"
23,1994-04-22 03:11:20 +0100,1994-04-22 04:04:14 +0100,"-10.903223164383633, 119.7431700626966","-74.83144221803204, -109.18219940196903"
24,1988-03-25 09:22:36 +0000,1988-03-25 09:26:44 +0000,"-62.33850225768158, -18.39399722618785","68.53247596449341, 63.48546727986121"
25,2009-08-05 10:04:09 +0100,2009-08-05 12:03:52 +0100,"58.812541537256095, -126.89634610738798","15.209307218554258, 129.34418950358565"
26,1985-02-25 11:05:22 +0000,1985-02-25 13:25:14 +0000,"-1.3209809270076391, 96.99290577186531","1.6179159522928614, 115.39824737496423"
27,2000-06-13 08:46:41 +0100,2000-06-13 10:03:40 +0100,"19.050646546727776, 143.2702514377171","-6.956125886116297, 41.906194370341325"
28,1976-07-11 04:04:38 +0100,1976-07-11 04:31:53 +0100,"-83.76812349932185, -112.20980938699964","45.50464613225739, 116.7531085969971"
29,1995-10-28 14:53:14 +0000,1995-10-28 16:10:24 +0000,"-11.295319709040172, -155.40287492067426","-45.848237491898544, 177.59416742649466"
30,2009-07-29 22:03:03 +0100,2009-07-29 23:27:03 +0100,"-11.256643048600921, 152.92423208614468","45.34366719180281, -144.1746415659858"
31,1999-02-11 02:13:51 +0000,1999-02-11 04:25:50 +0000,"20.47810185892712, -62.418867794524076","-55.222110910799685, 27.919541084217315"
32,1996-04-12 22:58:28 +0100,1996-04-13 00:24:51 +0100,"67.92596565946363, -61.37773051776985","-36.855973998352226, -73.23366389227235"
33,2014-10-04 21:21:10 +0100,2014-10-04 22:42:01 +0100,"-26.809218423906657, -50.32380218408704","-53.65111868992621, 67.66032856891948"
34,1996-12-26 20:48:10 +0000,1996-12-26 22:46:19 +0000,"34.80635706899595, -179.51220582523553","-59.82714873837189, 34.061036181306264"
35,1971-01-28 17:04:05 +0100,1971-01-28 17:47:04 +0100,"-79.66637528138725, 168.66684542505686","-26.170553469720254, 0.822536504389177"
36,2003-03-27 09:53:34 +0000,2003-03-27 12:09:37 +0000,"21.852032424941243, -177.51041730419882","-33.8593216074843, -175.80367667157776"
37,1971-04-19 22:55:27 +0100,1971-04-19 23:46:07 +0100,"25.88502400536707, -56.13849829146207","62.01510058484732, 119.15851074859194"
38,1995-11-04 16:39:02 +0000,1995-11-04 17:31:30 +0000,"-49.983537696162244, -164.30224376305125","44.80239948138825, -26.838741928033926"
39,1990-05-08 10:02:36 +0100,1990-05-08 12:24:11 +0100,"78.04174262594753, -40.7246115754194","-79.43348668385869, -161.8062101526157"
40,1976-12-25 05:29:44 +0000,1976-12-25 07:31:46 +0000,"-82.69714069756066, -139.995750650746","85.49604572220017, 83.98038320749777"
41,1986-03-28 14:29:35 +0000,1986-03-28 16:12:08 +0000,"-62.479266900632034, 115.4500133616487","-3.8637433717088356, -136.3013712505679"
42,1983-03-31 20:19:51 +0100,1983-03-31 22:11:39 +0100,"25.90440871514717, -172.34828409550985","88.55955822157583, 117.59392434553376"
43,2002-05-13 17:59:45 +0100,2002-05-13 19:09:00 +0100,"-44.301375132501, -153.05520629686026","70.29789408294161, -32.477357002227706"
44,2002-11-15 02:23:16 +0000,2002-11-15 02:38:52 +0000,"24.20334979211404, -79.58533667517617","-7.483591509757659, 2.4077280848058535"
45,1994-03-02 22:02:49 +0000,1994-03-03 00:44:30 +0000,"54.09515427255428, 77.72305759455571","-64.05825725646437, 42.180288983815615"
46,1972-02-18 09:37:08 +0000,1972-02-18 10:46:30 +0000,"-82.02091491964714, 4.021494820662554","-26.61547377959228, -48.55360810821216"
47,1977-06-01 11:02:42 +0100,1977-06-01 12:38:12 +0100,"20.612571034054284, 148.43794446101185","-68.90960127004573, 160.4956366102349"
48,2013-03-14 08:52:24 +0000,2013-03-14 10:47:46 +0000,"-47.056793099311285, 101.5709691074195","-8.62752865814187, -55.610743116900466"
49,2010-07-30 09:06:22 +0100,2010-07-30 10:25:16 +0100,"-36.320819394341285, -137.42640051092613","88.84634465688231, 52.20625622272169"
50,1978-05-13 21:40:44 +0100,1978-05-13 22:35:15 +0100,"-17.82597188765071, -157.36346647995632","-31.760214302840986, -72.56721704175679"
51,1999-10-01 14:01:08 +0100,1999-10-01 16:24:06 +0100,"-29.06348085317675, 97.39863428677108","-9.709998680061148, 149.31029361266354"
52,1995-03-25 05:04:42 +0000,1995-03-25 05:15:41 +0000,"59.85912797994993, 6.3414208082106995","-9.72812635742271, 41.853920595564176"
53,1993-08-14 21:13:56 +0100,1993-08-14 22:47:31 +0100,"26.127626444433048, -127.0229775111603","89.93333298604867, 124.10319071210921"
54,1983-01-29 00:48:24 +0000,1983-01-29 03:25:00 +0000,"-58.48301749321881, -108.65883357476086","89.10317253654162, -145.3958427466706"
55,2014-10-17 00:03:59 +0100,2014-10-17 01:26:20 +0100,"-71.92041719916527, -34.7209110112187","-43.905190805658854, -60.07875784898579"
56,1999-07-24 17:30:21 +0100,1999-07-24 18:05:16 +0100,"-50.50551160602806, -125.28626676951498","38.92554149082298, -123.17159831956945"
57,1974-10-08 16:44:57 +0100,1974-10-08 17:07:22 +0100,"-65.57033974017722, 158.950509169793","11.318062774515596, 167.7750268130249"
58,1990-07-29 22:45:39 +0100,1990-07-30 00:45:24 +0100,"-24.801813926175726, 75.20447881671154","-52.270451798168565, 102.33384980389025"
59,1976-04-13 20:02:03 +0100,1976-04-13 20:51:09 +0100,"-67.64616793679372, 178.70990201467237","66.86702977503234, -161.26842361802696"
60,1973-09-12 15:32:04 +0100,1973-09-12 15:49:54 +0100,"-56.84989508936346, 126.18862733870935","-43.61448919867806, -169.5327139051004"
61,1978-05-24 18:59:15 +0100,1978-05-24 20:24:23 +0100,"-2.6956837268503193, -81.60614123059315","25.060910355964694, 82.45754801791014"
62,1973-03-01 19:24:52 +0000,1973-03-01 19:30:12 +0000,"-35.64464918250015, 86.93364396705334","-11.963052210382074, 5.196535901173746"
63,2003-10-30 04:28:45 +0000,2003-10-30 06:30:58 +0000,"-41.86073246450858, 175.34945556899942","-22.895122412805406, 158.87950401925661"
64,1991-11-20 02:31:29 +0000,1991-11-20 02:32:57 +0000,"6.32275281616991, 46.36156060906953","-49.23295745851312, 4.607209144946239"
65,1983-09-03 06:45:45 +0100,1983-09-03 08:29:48 +0100,"-59.66515812264865, 157.71575816106605","5.110667464226708, -75.8910980192114"
66,2007-06-13 10:47:37 +0100,2007-06-13 12:54:59 +0100,"25.283528969773684, -114.05646562428082","23.99515741777941, 11.334650346163357"
67,2000-09-24 23:36:19 +0100,2000-09-25 01:19:33 +0100,"30.83111610206474, 29.23750164711555","-68.51528596214726, -91.11351086905444"
68,2013-05-28 08:46:21 +0100,2013-05-28 11:18:12 +0100,"-36.6837654625682, -176.58577975807415","-23.238331105899903, -17.776097076642742"
69,2011-05-21 15:25:41 +0100,2011-05-21 18:02:22 +0100,"8.749699794299005, 123.36826113369426","20.722672800006393, 108.20646841271605"
70,2000-10-16 07:21:18 +0100,2000-10-16 08:03:03 +0100,"39.86507796155675, 165.93897684082418","46.97484852240723, 130.2555931998773"
71,2003-05-30 17:29:38 +0100,2003-05-30 19:49:00 +0100,"88.1460498976835, 159.7535728309373","60.291808165575645, 175.0767880067158"
72,1979-06-01 23:11:16 +0100,1979-06-02 00:56:31 +0100,"-52.408262830533744, 148.98884872889022","28.40777668028096, 33.61872539771443"
73,1979-06-06 19:37:01 +0100,1979-06-06 20:19:00 +0100,"-31.972697913180554, 115.50314641249577","-53.42361112692353, 115.62499167237621"
74,2004-11-16 05:53:03 +0000,2004-11-16 06:31:11 +0000,"31.240290902380465, -93.29923497067375","85.79287969704836, -120.86066999682504"
75,1978-08-29 22:00:25 +0100,1978-08-29 23:25:40 +0100,"1.4643991665826661, -134.76709048518921","70.37645075976616, -9.972495856760304"
76,1983-10-13 21:11:24 +0100,1983-10-13 21:22:30 +0100,"52.67123323854858, 65.25616001797775","-82.02191672802351, 115.21135546635554"
77,1981-06-06 15:33:42 +0100,1981-06-06 17:39:51 +0100,"-21.69062164002618, 87.26459132593135","60.00722272375242, -47.02474314127588"
78,2002-05-03 02:14:54 +0100,2002-05-03 03:04:23 +0100,"-19.325175513842225, 30.23025678555601","70.61206649919151, 69.00393858333456"
79,2009-08-25 14:33:39 +0100,2009-08-25 16:12:46 +0100,"59.087342613939086, -48.499018661329785","54.512355216048405, -85.24673167650337"
80,1981-11-22 07:50:39 +0000,1981-11-22 08:27:30 +0000,"-81.71349763551194, -126.76927055767354","71.1804890280043, 145.32152544598608"
81,1972-10-17 12:02:10 +0100,1972-10-17 14:48:32 +0100,"57.167363692490966, 87.95896386047059","18.95308221577136, -166.3861077463772"
82,1986-10-04 04:18:21 +0100,1986-10-04 06:09:04 +0100,"-70.2545307149831, -23.784948321486752","8.833578010492786, 55.469906481958105"
83,1976-11-09 11:23:22 +0000,1976-11-09 12:22:57 +0000,"-14.507758298667994, -80.99505274473326","-62.98878736869274, 134.40198861384215"
84,1997-10-21 08:30:17 +0100,1997-10-21 08:57:46 +0100,"-76.07932269589095, 124.61296711113641","74.37105411788579, 108.7465489583434"
85,2007-01-24 22:40:57 +0000,2007-01-24 23:57:02 +0000,"28.101956913898505, 45.148259907012715","44.23285321825574, -45.88796160777454"
86,1992-11-20 15:16:10 +0000,1992-11-20 16:06:43 +0000,"-82.32666557085689, -145.35669705124917","-72.46769096080263, -123.41241971116641"
87,1996-10-27 03:12:14 +0000,1996-10-27 05:12:40 +0000,"84.6691568514884, 21.17810614448797","86.2654480104521, -67.02961905512883"
88,2001-04-22 11:21:29 +0100,2001-04-22 12:54:48 +0100,"-55.96985422491366, 88.70233411046235","86.33985306424952, 119.31960689174826"
89,2008-04-29 17:54:52 +0100,2008-04-29 19:48:09 +0100,"-36.147978261760635, 7.306209939437508","-39.592247809435435, -129.05481828824367"
90,1984-05-16 12:23:17 +0100,1984-05-16 13:25:33 +0100,"64.05064834327618, 47.149220907778385","13.535627863921619, 159.8306277778799"
91,1992-11-24 20:26:05 +0000,1992-11-24 22:00:49 +0000,"-2.518338796722489, 172.58793128959428","-38.20964870489492, -167.85220334225582"
92,2008-05-31 01:37:43 +0100,2008-05-31 02:43:34 +0100,"-30.626111332598676, 51.624813580164954","-61.536814152424974, -165.27487419603386"
93,1972-01-17 08:14:47 +0000,1972-01-17 08:52:23 +0000,"-16.471881570714373, -62.43830904753574","-85.9855175797766, -123.7363141691192"
94,2009-09-30 03:03:01 +0100,2009-09-30 05:06:51 +0100,"53.42383179055517, 118.99420152262195","-38.374499534810994, 70.45405040222332"
95,1985-08-24 11:46:52 +0100,1985-08-24 12:26:16 +0100,"-81.37703343922966, 171.9009578235686","4.779214813195225, 179.54125517477354"
96,2008-05-04 13:46:47 +0100,2008-05-04 14:10:17 +0100,"36.327359280430386, -63.23674226116198","59.178330487422414, 31.626113419384154"
97,1996-03-15 10:09:38 +0000,1996-03-15 12:19:36 +0000,"-77.37420794529922, 34.950814883441325","-8.186750303531738, -41.27647985337873"
98,1995-08-06 07:54:23 +0100,1995-08-06 08:27:23 +0100,"-60.37459549143392, -64.10710363528563","37.864871172059225, -35.51141936461906"
99,2010-12-23 13:45:02 +0000,2010-12-23 13:55:00 +0000,"24.31071192606862, 109.8428201057846","0.9136874711683021, 171.4156792113888"
0,2000-02-16 07:46:11 +0000,2000-02-16 09:09:13 +0000,"39.99411467573924, -140.2251737612715","-86.1975876741404, -106.77954667388185"
1,2009-06-17 00:12:32 +0100,2009-06-17 00:35:56 +0100,"34.36553799757934, 49.48189732862994","-83.54774856710297, -72.92547587469622"
2,1998-04-27 23:17:42 +0100,1998-04-27 23:51:29 +0100,"-25.591878028658783, -37.40390881631623","-24.141347411818188, 15.146531984377049"
3,2004-01-22 01:22:48 +0000,2004-01-22 03:28:33 +0000,"-41.63145722220289, -118.53339385740836","-11.619184947054833, 16.81836199816388"
4,1979-09-09 11:00:49 +0100,1979-09-09 13:17:38 +0100,"-48.81918994861202, 98.74476253769615","46.81025280000381, -50.972543719190185"
5,1989-03-16 04:10:22 +0000,1989-03-16 04:40:59 +0000,"63.67495584228246, -22.526825964302077","-65.1252564066952, 63.01369854793879"
6,2010-03-16 12:22:09 +0000,2010-03-16 12:52:49 +0000,"44.215040314341906, -51.88233640662091","21.819704209371906, 5.25714167509804"
7,1991-03-04 11:19:15 +0000,1991-03-04 13:48:58 +0000,"-35.20999443728942, -159.75534917773356","-46.094601943775956, 176.67669851477973"
8,1997-10-06 05:52:52 +0100,1997-10-06 05:56:55 +0100,"12.512755827862932, 144.76355910400179","-82.3088127156594, -104.04069266204996"
9,1972-01-04 15:19:51 +0000,1972-01-04 16:41:52 +0000,"89.98701391855721, 155.91232851512171","4.9630950020749225, 94.11027052728525"
10,2005-06-22 12:04:36 +0100,2005-06-22 13:08:59 +0100,"-27.045318964189157, 130.04162115074786","-68.05676043165903, -35.13903820074688"
11,2015-01-05 01:02:40 +0000,2015-01-05 03:47:46 +0000,"-36.71017374392144, -153.97686010698456","17.324196874626665, 108.30857274415496"
12,2002-12-07 13:21:37 +0000,2002-12-07 15:06:03 +0000,"84.17969929993862, 72.9812070719388","-85.05849932014041, -60.93690349035833"
13,1992-06-20 01:00:31 +0100,1992-06-20 03:19:04 +0100,"-36.57324247818356, 94.32214500836267","-7.456756816011108, -177.59483951954587"
14,1971-07-11 13:42:28 +0100,1971-07-11 16:26:33 +0100,"10.399778966357758, -75.82974380107957","-19.3246987446027, -132.20484648219212"
15,1974-11-23 22:31:12 +0000,1974-11-24 01:01:05 +0000,"-27.92647280118748, -138.0858446444124","69.71567681680716, 171.26323870148167"
16,1983-09-17 23:08:58 +0100,1983-09-18 00:08:12 +0100,"-79.25566730976713, -10.028300926746738","-89.36263598511707, 171.53533461366465"
17,1994-01-01 15:40:14 +0000,1994-01-01 15:44:05 +0000,"86.48042801124166, 113.05839243845315","66.4733018609719, 152.82857948339915"
18,1992-03-05 18:31:00 +0000,1992-03-05 19:42:10 +0000,"-86.29782941221059, -141.1922422352006","-41.86219665278812, -71.47877053331683"
19,1988-12-28 12:01:02 +0000,1988-12-28 12:37:13 +0000,"-61.87566248843917, 166.55789183554026","48.80063171155999, 40.53179179694243"
20,1975-06-04 23:19:06 +0100,1975-06-05 02:05:19 +0100,"-4.330174711023801, 139.284566419089","-76.59202863612666, -91.28584964384379"
21,1994-03-31 02:00:08 +0100,1994-03-31 03:12:16 +0100,"72.01395501259168, 66.29515438230487","45.680639278082964, -111.9884549065275"
22,1996-05-15 08:23:44 +0100,1996-05-15 08:43:58 +0100,"-89.97564612646505, 128.2936058976885","-46.07309248103746, 124.11115150604115"
23,2001-06-23 19:51:56 +0100,2001-06-23 20:14:26 +0100,"2.427370211041975, 37.41195597767583","4.3287772374642515, -120.16210255996128"
24,1993-10-10 16:31:17 +0100,1993-10-10 17:17:22 +0100,"-89.8934018759642, 28.266859561897064","-30.96875759999574, 32.260744432844405"
25,1992-06-21 22:11:26 +0100,1992-06-21 22:57:16 +0100,"23.353573623375155, 60.00083444582722","49.11805731430479, 4.87965265275804"
26,1985-02-04 06:43:45 +0000,1985-02-04 08:02:01 +0000,"88.5159927684189, 126.58246224406537","-29.04433854478099, 138.78067721115224"
27,1990-02-02 01:55:45 +0000,1990-02-02 02:11:56 +0000,"-11.759728389378296, 168.80708836634864","64.39562750516333, -23.359542775820074"
28,1998-06-02 09:35:17 +0100,1998-06-02 10:59:14 +0100,"26.431168608633172, -3.174806549844675","45.46304304048988, -117.44640554066379"
29,1987-04-17 09:47:22 +0100,1987-04-17 10:28:17 +0100,"39.37711149238541, -27.386902587413232","67.30311502052083, -92.2606447365136"
30,1996-03-07 20:55:49 +0000,1996-03-07 23:05:01 +0000,"-85.75702512010851, -87.25977223578595","-12.67422661522808, 167.6078736032448"
31,1992-04-03 19:51:20 +0100,1992-04-03 20:17:30 +0100,"43.03762299718025, -122.86587467997433","-43.00897041584064, 152.76172504877258"
32,2014-10-30 11:30:27 +0000,2014-10-30 14:15:49 +0000,"-63.24340299473717, -101.8017245409644","-62.5115467662598, 136.0629788587383"
33,2006-01-17 18:58:38 +0000,2006-01-17 20:05:50 +0000,"-22.5447195466395, -164.46242988904385","-53.52120832810298, -90.76562535744812"
34,1988-08-11 03:03:59 +0100,1988-08-11 04:59:36 +0100,"-50.07772744299263, -46.627043582025124","-17.11513404684581, 104.78147870960447"
35,2000-06-20 05:48:11 +0100,2000-06-20 08:24:08 +0100,"14.080766877484933, 32.74919084341286","-55.54647673317616, 120.71710675373657"
36,1972-03-16 06:52:00 +0000,1972-03-16 07:54:24 +0000,"-69.47277036073416, 167.2496889722193","-38.77354866043598, -13.845726575685433"
37,1973-05-19 16:41:21 +0100,1973-05-19 16:55:52 +0100,"41.801387329702635, -11.479665631372029","53.30883814275228, -15.23507448355653"
38,2004-12-23 07:32:25 +0000,2004-12-23 08:09:24 +0000,"-46.61203746857007, -90.49802448371895","-57.478196491178636, 1.4521046386582839"
39,2011-10-28 16:37:11 +0100,2011-10-28 17:05:36 +0100,"27.611277709896584, -71.10134274063836","-41.385589407023346, 72.1222924476177"
40,1999-02-20 10:21:10 +0000,1999-02-20 10:34:00 +0000,"32.45503064278968, 14.003538293755184","-26.872125864335516, 169.23212187712977"
41,1982-10-05 09:28:30 +0100,1982-10-05 11:43:01 +0100,"88.73373613179578, 37.43654269274316","-3.028221411581697, 146.42565661949254"
42,1984-12-08 02:52:12 +0000,1984-12-08 03:02:27 +0000,"-27.36634280524887, -21.400914028167392","-36.443160431748645, -94.53679665838253"
43,2014-01-10 08:35:16 +0000,2014-01-10 09:34:53 +0000,"76.07713241192204, -36.85869118162162","27.37476703539639, -11.045399020202893"
44,1984-08-21 21:47:41 +0100,1984-08-21 22:13:12 +0100,"-67.7928242580393, 154.14087411444433","-78.30599821915924, -34.70834202476007"
45,2001-09-07 13:52:28 +0100,2001-09-07 14:40:07 +0100,"40.14965752157042, 2.3620242953381023","-63.774735916280164, -5.872091453788528"
46,1980-10-22 06:48:13 +0100,1980-10-22 07:11:33 +0100,"-73.56813101840591, -118.04875975288762","-3.3981471536700667, -77.12394173987298"
47,2002-12-23 21:36:11 +0000,2002-12-23 22:30:30 +0000,"-71.39692364300981, -104.40856505755121","-39.80378293007142, 96.2954939529534"
48,1974-05-24 03:45:30 +0100,1974-05-24 05:39:15 +0100,"-63.16587634758062, -130.19515102490212","3.932811031459835, -171.5228789124718"
49,2007-04-07 18:33:18 +0100,2007-04-07 19:22:37 +0100,"-31.237575512007894, -154.63814135332817","-15.196342295246296, 70.2144146490343"
50,2008-01-08 05:37:50 +0000,2008-01-08 06:06:58 +0000,"-81.57057266481212, -179.00207476523457","9.67507781697796, -24.12595484557815"
51,1976-02-15 07:52:50 +0000,1976-02-15 08:19:43 +0000,"56.97063346820448, 103.22752301270344","-72.03252780210823, 90.55916211083115"
52,1991-11-05 09:15:00 +0000,1991-11-05 09:58:35 +0000,"53.828167314936536, 35.330769314102895","-49.063842874506406, -79.98700014807474"
53,1982-10-01 22:49:26 +0100,1982-10-01 23:11:02 +0100,"32.945648181886625, 1.4795658909846452","-24.41494897916843, -63.71535959788153"
54,2003-11-11 03:08:41 +0000,2003-11-11 04:12:22 +0000,"-22.496814875900128, 89.20134025626862","44.0681634031115, 19.652644368005753"
55,2001-03-26 16:17:11 +0100,2001-03-26 17:18:56 +0100,"-7.2575224108362875, 157.5573543075812","48.88792756394838, -94.10356949284626"
56,1975-08-13 11:45:48 +0100,1975-08-13 12:51:46 +0100,"23.560986729752997, 50.594674277793274","85.73743788388211, 135.7295990716342"
57,2013-01-04 07:57:41 +0000,2013-01-04 09:52:54 +0000,"11.731100051524095, -133.99598848212656","-30.17798443052895, 10.43437343838778"
58,1971-02-03 20:30:28 +0100,1971-02-03 21:38:45 +0100,"22.08532402196957, 151.94040813913375","-55.159143625168724, 100.59883963807698"
59,1987-05-17 22:53:14 +0100,1987-05-17 23:03:24 +0100,"71.55562245763309, -99.94689998645009","41.91006500537242, 144.67674186542752"
60,2007-03-07 01:44:20 +0000,2007-03-07 02:00:03 +0000,"-84.9486332956463, -14.103398333212368","-25.709667361140106, -47.35301029305259"
61,1980-11-23 16:00:12 +0000,1980-11-23 16:03:28 +0000,"67.0766902480546, -168.31105751833326","-70.94577662909717, 18.56105116189201"
62,1995-05-22 17:07:08 +0100,1995-05-22 18:08:56 +0100,"6.8192617056896125, -121.84391404072109","-62.184691278396954, 90.84596225136352"
63,2002-09-20 09:15:52 +0100,2002-09-20 11:48:47 +0100,"33.284804012034456, 68.55094929947532","19.31197275394119, -45.70357462293285"
64,1978-03-25 08:10:34 +0100,1978-03-25 08:33:56 +0100,"-20.207160250076896, -11.338739293518671","-40.86754449426622, 134.76320425709315"
65,2010-03-26 04:18:44 +0000,2010-03-26 04:26:20 +0000,"74.6207625215892, -55.42635618451044","59.94443142340671, -168.93892903510528"
66,2000-02-05 14:33:42 +0000,2000-02-05 14:47:25 +0000,"-47.83285006397224, 19.228625757672916","-33.314437009380626, 129.6016034836353"
67,2008-03-13 02:28:31 +0000,2008-03-13 02:47:38 +0000,"-22.989158030107262, -60.37384993825869","86.37526916450236, -32.55996205817874"
68,2009-07-11 02:56:43 +0100,2009-07-11 03:19:43 +0100,"52.78790518112214, 25.05579176771795","-26.259511024013392, -70.7944634047431"
69,1989-07-02 22:13:28 +0100,1989-07-02 22:54:10 +0100,"-82.93672460411291, -9.435921623608323","-86.05369459469668, 126.48641609900227"
70,2015-02-25 15:05:17 +0000,2015-02-25 17:40:26 +0000,"-29.62409596145303, 117.95358560068064","66.01978226040367, 31.362287267040728"
71,1993-01-26 13:54:27 +0000,1993-01-26 16:09:44 +0000,"-87.31816384507128, -58.67974110483614","-20.738560058581342, -118.1178818332359"
72,2002-09-06 04:35:59 +0100,2002-09-06 06:17:07 +0100,"15.71396978254846, -134.6133758506631","-47.115199977443375, 69.56924927213095"
73,2014-12-18 05:03:05 +0000,2014-12-18 05:54:48 +0000,"16.576118777127135, 45.86733578107447","47.49176665989489, -134.57287245735398"
74,1990-06-23 04:49:25 +0100,1990-06-23 07:25:52 +0100,"28.42550065372363, 100.59234856252561","24.44029270605843, -135.91949372465834"
75,1972-03-05 18:33:39 +0000,1972-03-05 20:35:01 +0000,"11.895444805188816, 79.60031371147181","89.7176960876692, -139.5588390652678"
76,1972-02-04 04:38:21 +0000,1972-02-04 07:22:00 +0000,"87.0322703597287, -113.72820651222621","-58.74190945061669, -147.83395548749567"
77,1973-08-03 02:45:59 +0100,1973-08-03 04:45:37 +0100,"-3.7676646578139383, -153.04970191761473","-5.75185445745845, -60.16869999687596"
